itemid,name,topicid,TopicName,comment,yes,no,voteSum,scores,death_confirmed,emotionality,intentionality,species
10301,Lady And the Tramp,189,an animal dies,You hear a rat squeak when it is killed and its body is shown afterward.,1,0,2,,yes,2,deliberate,rat
10328,Lawless,153,a dog dies,An offscreen pig is shot and killed.,1,0,17,,no,NA,NA,NA
10328,Lawless,189,an animal dies,A pig is shot in the first scene.,1,0,4,,yes,2,deliberate,pig
10330,Lawrence of Arabia,189,an animal dies,A camel gets caught in quicksand. Camels get attacked.,1,0,2,,ambiguous,3,ambiguous,camel
10343,Legally Blonde,153,a dog dies,Two dogs appear in this film. Neither are harmed.,0,1,18,,no,NA,NA,NA
10347,Legend of the Guardians: the Owls of GaHoole,153,a dog dies,There are zero dogs in this film. Nothing but owls and birds.,0,1,1,,no,NA,NA,NA
10347,Legend of the Guardians: the Owls of GaHoole,189,an animal dies,"Several owls and bats are killed throughout the film, and their deaths are discussed.",1,0,1,,yes,3,ambiguous,owl; bat
10354,Les Misérables,186,a cat dies,A cat doesn't die but one gets its tail chopped off by a meat cleaver in a scene in Master Of The House.,0,1,17,,no,NA,NA,NA
10356,Let the Right One In,186,a cat dies,"Cats attack Gina and at 1:17:30 she starts flinging them off, and later falls down the stairs. It’s implied that they’re hurt from the flinging? You don’t see anything besides that though.",0,1,1,,ambiguous,2,ambiguous,cat
10361,Lethal Weapon 2,153,a dog dies,"No, the dog gets away safely and hides",0,1,4,,no,NA,NA,NA
10362,Lethal Weapon 3,153,a dog dies,A cat is saved from an explosion. A man charms a ferocious guard dog and it later escapes the villains with him.,0,1,15,,no,NA,NA,NA
10362,Lethal Weapon 3,186,a cat dies,A cat is saved from an explosion. A man charms a ferocious guard dog and it later escapes the villains with him.,0,1,15,,no,NA,NA,NA
10364,Letters From Iwo Jima,153,a dog dies,"At approx 1:32 into the movie, a soldier is commanded to shoot a dog. At first, the solider shoots into the air rather than kill the dog. His commanding officer goes to check and shoots the dog himself. This happens off screen.",1,0,1,,yes,3,deliberate,dog
10366,Liar Liar,153,a dog dies,No dogs (or any other animals) are harmed. Can't even recall any animals appearing throughout the movie.,0,1,2,,no,NA,NA,NA
10370,Life of Pi,153,a dog dies,"We see a zebra, an orangutan and a hyena die but not the tiger.",1,0,14,,no,NA,NA,NA
10370,Life of Pi,189,an animal dies,"50 minutes in, the hyena kills the zebra, and you will see the dead body in the next scene. At 52 minutes, the hyena kills the orangutan, then right after, the tiger quickly kills the hyena. A rat is fed to the tiger at 55:50. 1 hour and 10 minutes you’ll hear a large fish being killed and then you’ll see some blood and it being subsequently eaten by the tiger. You’ll see many small fish and one large fish suffering out of water at 1 hour and 16 min, then eaten. 1:37 the tiger eats a meerkat in the distance. Just before 1:40 you’ll see dead fish in the bioluminescent water but they’re hard to make out and in the distance.",1,0,1,,yes,3,ambiguous,zebra; orangutan; hyena; rat; fish; meerkat
10374,Lilo & Stitch,153,a dog dies,"Animated. At one point Stitch, an alien, is run over by a truck. Since he's indestructible, he survives that and other violent situations without being harmed.",0,1,18,,no,NA,NA,NA
10374,Lilo & Stitch,189,an animal dies,Stitch (an indestructible alien critter) is run over by a truck (graphically) and other characters think Stitch is dead,0,1,2,,no,NA,NA,NA
10392,Little Shop of Horrors,153,a dog dies,someone sings about shooting dogs,1,0,14,,ambiguous,2,deliberate,dog
10392,Little Shop of Horrors,186,a cat dies,someone sings about killing cats,1,0,13,,ambiguous,2,deliberate,cat
10395,Local Hero,153,a dog dies,An injured rabbit is rescued after being hit by a car only to be cooked and served to its rescuers.,1,0,15,,no,NA,NA,NA
10395,Local Hero,189,an animal dies,"A rabbit is hit by a car and injured. The main characters save it but it is killed and cooked and fed to them. The death is not shown onscreen, it is simply explained to them that they had just eaten their bunny.",1,0,1,,yes,4,deliberate,rabbit
10399,Lone Survivor,153,a dog dies,A duck has a close call with a knife due to a misunderstanding but emerges unharmed. Also not hurt is a herd of goats that is featured heavily in one scene.,0,1,15,,no,NA,NA,NA
10399,Lone Survivor,189,an animal dies,Several animals in the film - including goats and a duck. None actually die.,0,1,1,,no,NA,NA,NA
10438,Mad Max,153,a dog dies,Mad Max's family dog is eviscerated and hung from a tree.,1,0,19,,yes,4,deliberate,dog
10438,Mad Max,189,an animal dies,See Dog for Details,1,0,1,,ambiguous,NA,NA,NA
10439,Mad Max 2,153,a dog dies,The dog is shot and killed by a crossbow while trying to protect Max.,1,0,21,,yes,4,deliberate,dog
10439,Mad Max 2,189,an animal dies,A rabbit is shot by a crossbow,1,0,5,,yes,2,deliberate,rabbit
10441,Mad Max: Fury Road,153,a dog dies,"This is a hard one to rate. No pets appear, but in the first minutes of the film a two-headed, CGI lizard is stomped on and then eaten while still wriggling. Later a CGI beetle is eaten alive as well.",1,0,17,,no,NA,NA,NA
10441,Mad Max: Fury Road,189,an animal dies,One lizard is eaten in the first few minutes of the film.,1,0,13,,yes,2,accidental,lizard
10442,Madagascar,189,an animal dies,"During the ""What a Wonderful World"" scene, some animals die - most notably, a duckling is eaten by an alligator. It's played for laughs, but still.",1,0,3,,yes,2,accidental,duck; alligator
10443,Madagascar 3: Europes Most Wanted,153,a dog dies,"If you look closely, Nana's dog's head is hung on Captain Dubois' wall. It's dead.",1,0,2,,yes,2,deliberate,dog
10443,Madagascar 3: Europes Most Wanted,189,an animal dies,Captain DuBois has heads of various dead animals hanging up in her house and it is shown in the movie.,1,0,2,,yes,1,deliberate,unknown
10453,Magnolia,153,a dog dies,Dogs eat pills that were accidentally dropped.  Their dead bodies are seen being pulled out of the house on stretchers.,1,0,4,,yes,3,accidental,dog
10453,Magnolia,189,an animal dies,Lots of frogs.,1,0,3,,ambiguous,2,ambiguous,frog
10458,Maleficent,189,an animal dies,SO MANY INOCENT ANIMALS DIE! Almost all of the Moor creatures are slaughtered.,1,0,1,,yes,4,deliberate,unknown
10465,Man of Steel,153,a dog dies,Two dogs appear and neither are harmed. One dog survives a vehicle crashing through a house and In flashbacks a different dog is rescued from a tornado. (A flying alien creature is injured and makes a crash-landing.),0,1,15,,no,NA,NA,NA
10465,Man of Steel,189,an animal dies,(see entry for dead dragon),1,0,2,,ambiguous,NA,NA,NA
10479,Maps to the Stars,153,a dog dies,A dog appears just in time to get shot. This is the worst kind of 'token dog in the plot just to get killed'. Awful.,1,0,3,,yes,3,deliberate,dog
10482,Margin Call,153,a dog dies,"Starting at approximately 18:30 of the movie a dog is shown on a table at a Veterinarian’s office laying on his side with his owner hugging him and crying. The dog is still alive at this point but clearly very ill. Later in the film the dog passed away, but that happened off screen.",1,0,2,,yes,4,accidental,dog
10484,Marie Antoinette,153,a dog dies,Marie Antoinette's dogs are well-treated and do not die.,0,1,15,,no,NA,NA,NA
10489,Marnie,189,an animal dies,A horse dies,1,0,2,,yes,3,ambiguous,horse
10490,Mars Attacks,153,a dog dies,The president's dog is killed and a dog's head is removed and replaced with that of a human.,1,0,15,,yes,4,deliberate,dog
10490,Mars Attacks,186,a cat dies,There are no cats seen in this movie.,0,1,1,,no,NA,NA,NA
10490,Mars Attacks,189,an animal dies,"Opening scene, hundreds of cows are on fire",1,0,4,,yes,4,ambiguous,cow
10492,Martha Marcy May Marlene,153,a dog dies,Two cats are killed off screen.,1,0,15,,no,NA,NA,NA
10492,Martha Marcy May Marlene,186,a cat dies,"At an hour and two minutes in, you see a bag put on the ground and the main character is told to shoot it. You hear cats meowing but never see them. Shooting happens off screen, scene lasts two minutes.",1,0,2,,ambiguous,3,deliberate,cat
10494,Mary And Max,153,a dog dies,"Not on screen, but one of two of the neighbor’s chihuahuas die. The one digs the other’s bones up",1,0,3,,yes,2,ambiguous,dog
10494,Mary And Max,186,a cat dies,Mary imagines a cat being run over by a lawnmower,1,0,2,,ambiguous,2,accidental,cat
10494,Mary And Max,189,an animal dies,Fish,1,0,1,,ambiguous,NA,ambiguous,fish
10495,Mary Poppins,186,a cat dies,"No, but Uncle Albert does tell a joke about a dead cat.",0,1,7,,no,NA,NA,NA
10503,Matilda,186,a cat dies,A cat is kicked in a context that makes the viewer worry for his safety. The cat is then shown to be fine upon landing.,0,1,3,,no,NA,NA,NA
10504,Max,153,a dog dies,"Antagonist dog fighting the protagonist dog, enemy falls into a river current and is last seen fallen into a waterfall. seemingly dead.
Main dog survives. so the protagonist dog does not die.",1,0,1,,ambiguous,3,accidental,dog
10507,May,153,a dog dies,"There is also a story about a dog diying, in graph detail",1,0,10,,yes,4,ambiguous,dog
10507,May,186,a cat dies,A cat is killed.,1,0,14,,yes,2,deliberate,cat
10507,May,189,an animal dies,"I have no idea why there is 50/50 opinion. It shows a character kill an animal, not implied or spoken about. I assume people who watched forgot what they saw. Do these people not remember the corpse?",1,0,2,,yes,3,deliberate,unknown
10510,"McFarland, USA",153,a dog dies,"The family get a gift from the next-door neighbor, a chicken, which does not die... In fact it dances during a party, and is a sort of mascot throughout the film.",0,1,15,,no,NA,NA,NA
10512,Me And You And Everyone We Know,153,a dog dies,A goldfish in a plastic bag is left on the roof of a car that drives away; eventually the bag falls off and the fish (off camera) dies.,1,0,15,,no,NA,NA,NA
10512,Me And You And Everyone We Know,189,an animal dies,a goldfish,1,0,1,,ambiguous,NA,ambiguous,goldfish
10513,"Me, Myself & Irene",153,a dog dies,There is a dog but it doesn’t die,0,1,1,,no,NA,NA,NA
10513,"Me, Myself & Irene",189,an animal dies,"Someone attempts to put down a wounded cow (out of mercy) and fails repeatedly, the cow is later shown alive and recovering",1,0,2,,no,NA,NA,NA
10518,Meet the Fockers,153,a dog dies,A cat is humped by a dog and a dog is flushed in an RV toilet by a cat. They are both fine.,0,1,16,,no,NA,NA,NA
10518,Meet the Fockers,186,a cat dies,A cat is humped by a dog and a dog is flushed in an RV toilet by a cat. They are both fine.,0,1,16,,no,NA,NA,NA
10519,Meet the Parents,186,a cat dies,"A cat named Jinx is dropped from a roof but lands on its feet, unharmed. It runs away but is later found. While it is missing a stray cat is spray-painted to resemble Jinx. It is unharmed as well.",0,1,15,,no,NA,NA,NA
10524,Melancholia,153,a dog dies,No dogs in movie at all,0,1,2,,no,NA,NA,NA
10539,Mice And Men,153,a dog dies,A pet mouse and puppy are both crushed to death. An old dog is shot and killed.,1,0,13,,yes,4,deliberate,mouse; dog
10539,Mice And Men,189,an animal dies,"A dead mouse is briefly shown, although the scene isn't graphic.",1,0,1,,yes,2,ambiguous,mouse
10543,Midnight Express,186,a cat dies,A cat gets hanged.,1,0,3,,yes,3,deliberate,cat
10565,Miss Peregrine's Home for Peculiar Children,189,an animal dies,"Sheep on the island get slaughtered, and an Ymbrene, (bird), gets injured in the loop.",1,0,2,,yes,2,deliberate,sheep; bird
10567,Mission: Impossible III,189,an animal dies,"There is a brief shot of a wind turbine blade landing in a field of sheep, the sheep are unharmed and only get a fright.",0,1,1,,no,NA,NA,NA
10570,Moana,153,a dog dies,"A pig nearly dies drowning as the boat tips over, but not hurt. Also a chicken almost dies choking on a rock, but otherwise is fine.",0,1,3,,no,NA,NA,NA
10570,Moana,189,an animal dies,None of the animal characters die (Moana has a pet chicken and a pet pig) but there is a joke about Moana eating pork in front of her pet pig.,0,1,9,,no,NA,NA,NA
10581,Monster House,153,a dog dies,"If you stay for a bit of the end credits, you see the dog come out alive and uninjured.",0,1,14,,no,NA,NA,NA
10587,Monty Python And the Holy Grail,186,a cat dies,An obviously fake cat is banged against a wall in several scenes as well as trod upon during a dance number. A cow and a sheep are comically catapulted over a wall. A rather unpleasant rabbit is blown to tiny bits.,1,0,20,,no,NA,NA,NA
10587,Monty Python And the Holy Grail,189,an animal dies,"A very fake cow,  rabbits, a few cats... are all launched over walls at characters. Some of the animals are unharmed, but the cow probably isn't okay.",1,0,12,,ambiguous,2,deliberate,cow; rabbit; cat
10590,Moonraker,189,an animal dies,Bond kills an anaconda.,1,0,1,,yes,2,deliberate,anaconda
10591,Moonrise Kingdom,153,a dog dies,A dog is shot and killed with an arrow. A cat that is carried around in a basket by a main character survives.,1,0,17,,yes,3,deliberate,dog
10591,Moonrise Kingdom,186,a cat dies,A dog is shot and killed with an arrow. A cat that is carried around in a basket by a main character survives.,1,0,16,,no,NA,NA,NA
10591,Moonrise Kingdom,189,an animal dies,The main male character makes earrings for the main female character out of dead insects. They also eat fish they caught at one point.,1,0,1,,yes,1,deliberate,insect; fish
10601,Mousehunt,186,a cat dies,"Sort of. You don't actually see anything, to be honest I'm not sure if the cat even dies, but it seems to be implied?",1,0,2,,ambiguous,2,ambiguous,cat
10606,Mr Peabody & Sherman,153,a dog dies,"It is believed that this happened, but is revealed to not have happened.",0,1,1,,no,NA,NA,NA
10613,Mulan,153,a dog dies,Little Brother is A-Ok,0,1,21,,no,NA,NA,NA
10613,Mulan,189,an animal dies,"It is implied, but animal carcasses are not shown. Huns on war horses are ""killed"" in the snow. This is not graphic or gory.",1,0,7,,ambiguous,2,deliberate,horse
10652,Nanny McPhee,189,an animal dies,"As a trick, a live worm is put into a sandwich and is eaten",1,0,1,,ambiguous,1,deliberate,worm
10664,National Lampoon's Vacation,153,a dog dies,Dog dies after being tied to a car bumper and dragged.,1,0,21,,yes,5,deliberate,dog
10664,National Lampoon's Vacation,186,a cat dies,There is no Christmas tree in this movie. She's confused this movie with Christmas Vacation.,0,1,2,,ambiguous,NA,NA,NA
10664,National Lampoon's Vacation,189,an animal dies,Not besides a dog.,0,1,2,,ambiguous,NA,ambiguous,dog
10666,Natural Born Killers,189,an animal dies,a scorpion is crushed under a tire at the beginning of the movie and a deer carcass is shown on top of a car shortly after. rattlesnakes also may have been killed?,1,0,1,,yes,2,ambiguous,scorpion; deer; rattlesnake
10667,Nausicaä of the Valley of the Wind,153,a dog dies,"there are no dogs in nausicaa. there is a fox-squirrel named teto, but teto is safe throughout the film.",0,1,6,,no,NA,NA,NA
10667,Nausicaä of the Valley of the Wind,189,an animal dies,"there are several scenes where insects are shown getting shot, blasted, or otherwise attacked which they may have ambigiously died from. there is also a scene where a place is littered with the corpses of already-dead ohmu,"" or giant isopod-like insects. there is also a flashback where the main character has a baby ohm she is protecting taken away from her, highly implied to have been killed after the flashback cuts off, and there is a potentially very upsetting scene where a baby ohm is shown in immense pain riddled with bullets and spurting large amounts of blood, but this ohm does not die and eventually is healed of its wounds.",1,0,7,,yes,3,deliberate,insect (ohmu)
10671,Needful Things,153,a dog dies,"A dead, skinned dog is seen.",1,0,15,,yes,3,ambiguous,dog
10678,Neon Genesis Evangelion: the End of Evangelion,153,a dog dies,"there's a graphic drawing of a dead dog, static image",1,0,7,,ambiguous,2,ambiguous,dog
10678,Neon Genesis Evangelion: the End of Evangelion,186,a cat dies,"It's implied that all life on Earth was reverted back to the primordial soup, but the good news is that it's also implied that if a lifeform with a consciousness decides to leave the LCL hivemind, they can get their physical form back.",0,1,4,,ambiguous,NA,NA,NA
10678,Neon Genesis Evangelion: the End of Evangelion,189,an animal dies,Implied.,1,0,3,,ambiguous,NA,ambiguous,unknown
10697,Night of the Creeps,153,a dog dies,"the dog is not shown explicitly dead, but the dog that is shown becomes a zombie, so he is undead",1,0,1,,ambiguous,3,ambiguous,dog
10697,Night of the Creeps,186,a cat dies,A black cat gets killed by an alien parasite and turns into a zombie,1,0,3,,ambiguous,2,accidental,cat
10699,Night of the Living Dead,153,a dog dies,No dogs die in the 1968 film.,0,1,4,,no,NA,NA,NA
10704,Nightbreed,153,a dog dies,There is a dog that a man carries around most of the movie but it is not implied or shown that anything bad happens to it.,0,1,5,,no,NA,NA,NA
10704,Nightbreed,189,an animal dies,A creature is shown eating a dead animal of some kind. A character has a necklace of severed bird heads. There is a taxidermy coyote.,1,0,2,,ambiguous,1,ambiguous,unknown; bird; coyote
10720,No Country for Old Men,153,a dog dies,A dog is shot and killed as it is attacking a man.,1,0,23,,yes,2,deliberate,dog
10720,No Country for Old Men,186,a cat dies,The orange tabby seen at the motel does not get harmed :),0,1,20,,no,NA,NA,NA
10720,No Country for Old Men,189,an animal dies,Animals are shown being hunted by the protagonist.,1,0,5,,ambiguous,2,deliberate,unknown
10732,Notes On a Scandal,186,a cat dies,Barbara's cat dies of old age.,1,0,2,,yes,3,accidental,cat
10734,Now You See Me,153,a dog dies,A rabbit is seen briefly during a magic trick but is not harmed. No other animals appear in the film.,0,1,14,,no,NA,NA,NA
10738,"O Brother, Where Art Thou?",153,a dog dies,"There's a flood in which a dog is shown struggling under the water, but we aren't shown whether it dies (other characters survive the flood)",1,0,5,,ambiguous,4,accidental,dog
10738,"O Brother, Where Art Thou?",189,an animal dies,A frog is squished to death by hand,1,0,7,,yes,2,deliberate,frog
10740,Oblivion,153,a dog dies,A dog is almost shot by a robotic drone but it runs away and lives.,0,1,17,,no,NA,NA,NA
10745,Odd Thomas,153,a dog dies,Two dogs (Rottweilers) are shot and killed off screen after attacking a woman. A number of wild birds in cages appear in several scenes. In one fantasy sequence the birds appear frozen in ice but are seen alive again afterward. In a later scene the buildin,1,0,17,,yes,2,deliberate,dog
10745,Odd Thomas,189,an animal dies,Several caged birds die in a gas explosion,1,0,2,,yes,3,accidental,bird
10753,Oldboy,153,a dog dies,A man brings his pet when he commits suicide.,1,0,19,,ambiguous,4,ambiguous,unknown
10753,Oldboy,189,an animal dies,Squid eaten alive by main character,1,0,13,,yes,2,deliberate,squid
10756,Oliver & Company,153,a dog dies,It is implied that Rosco and Desoto were killed when thrown onto the subway tracks.,1,0,4,,ambiguous,3,deliberate,dog
10756,Oliver & Company,186,a cat dies,"Animated. After being thrown from a car, there is a moment when Oliver the cat seems dead but he survives. Two evil Doberman Pinschers are also thrown from a car onto electrified subway tracks; their fate is not clear but they were probably not as lucky as",1,0,16,,no,NA,NA,NA
10759,Olympus Has Fallen,153,a dog dies,A dog is shot and killed.,1,0,24,,yes,3,deliberate,dog
10759,Olympus Has Fallen,186,a cat dies,No cats,0,1,1,,no,NA,NA,NA
10759,Olympus Has Fallen,189,an animal dies,Only guard dogs show up in the movie. No other animals are shown and no other animals die.,0,1,2,,ambiguous,NA,NA,NA
10762,On Her Majesty's Secret Service,153,a dog dies,A St. Bernard dog befriended by Bond is not harmed.,0,1,15,,no,NA,NA,NA
10771,One Flew Over the Cuckoos Nest,189,an animal dies,Not on screen but they go fishing and come back with dead fish,1,0,5,,yes,1,deliberate,fish
10773,One Hour Photo,153,a dog dies,The dog is fine.,0,1,3,,no,NA,NA,NA
10773,One Hour Photo,189,an animal dies,"There is also a hamster, and it's not harmed.",0,1,6,,no,NA,NA,NA
10781,Open Range,153,a dog dies,A dog is shot and killed. Another is swept away in a flood but is rescued.,1,0,14,,yes,3,deliberate,dog
10789,Our Idiot Brother,153,a dog dies,"Though the dog goes missing at one point in the film, he is found unharmed.",0,1,16,,no,NA,NA,NA
10790,Our Kind of Traitor,153,a dog dies,1:26:50 an Alsatian runs to protect the group from attackers and we hear a whine. The body is later (possibly?) shown but it is very dark and hard to see,1,0,1,,ambiguous,3,accidental,dog
10793,Out of Sight,153,a dog dies,A goldfish in a bag is purposely squished to death.,1,0,14,,no,NA,NA,NA
10793,Out of Sight,189,an animal dies,A goldfish is squished inside its bag,1,0,1,,yes,2,ambiguous,goldfish
10794,Outbreak,189,an animal dies,Test animals die from the disease,1,0,1,,yes,2,accidental,unknown
10799,Over the Hedge,189,an animal dies,Not sure why so many people are saying no. A dragonfly gets zapped and dies towards the beginning (non-character),1,0,1,,yes,1,accidental,dragonfly
10806,Pacific Rim,153,a dog dies,Max the bulldog survives the kaiju invasion unharmed.,0,1,18,,no,NA,NA,NA
10806,Pacific Rim,189,an animal dies,The kaiju are killed,1,0,2,,ambiguous,NA,NA,NA
10807,Paddington,153,a dog dies,No dogs are harmed. A small dog is depicted in a couple of early comedic scenes. I have no idea why three people have said that a dog dies.,0,1,9,,no,NA,NA,NA
10807,Paddington,189,an animal dies,"Paddington's uncle (a bear) is killed offscreen during an earthquake. The antagonist is a taxidermist and various ""stuffed"" animals are depicted throughout the film. In an early scene, she is shown preparing to kill a small monkey. She becomes distracted and drops him offscreen. At the end, an identical monkey dumps a load of manure over her head; the implication is that it is the same monkey and he has had his revenge.",1,0,8,,yes,3,accidental,bear
10808,Pain & Gain,153,a dog dies,"Three dogs appear, none die. The main character's greyhound, Tasty Ruben, runs away but is later found. A small dog named Chopin ends up carrying around somebody's finger but is not harmed. A third dog is seen for a few seconds, swimming in a pool.",0,1,15,,no,NA,NA,NA
10810,Pale Rider,189,an animal dies,A cow is shot (not for sustenance). They show it bloodied from the mouth afterwards.,1,0,1,,yes,3,deliberate,cow
10812,Pan's Labyrinth,189,an animal dies,"There's a giant toad (but it's kind of a villan...), also, if you count the little fairy creatures, some of them die horribly.
Also, dead rabbits are shown.",1,0,9,,yes,3,ambiguous,toad; unknown (fairy creatures); rabbit
10826,ParaNorman,153,a dog dies,You don't see the dog but there is a ghost of a dog that got hit by a car,1,0,4,,ambiguous,3,accidental,dog
10826,ParaNorman,189,an animal dies,A dead raccoon is shown. The main character interacts with its ghost.,1,0,4,,yes,3,ambiguous,raccoon
10835,Patton,153,a dog dies,Two mules are shot. Their bodies are seen and thrown off a bridge and into a river.,1,0,16,,no,NA,NA,NA
10835,Patton,189,an animal dies,"About 1hr 20 min into the movie, two donkeys are shot (off screen) so the troops can pass. Their bodies are shown afterwards and tossed unceremoniously over a bridge.",1,0,1,,yes,2,deliberate,donkey
10836,Paul,153,a dog dies,"A dog is apparently crushed (off camera) by a spaceship. Later, an alien eats a live bird.",1,0,16,,ambiguous,2,accidental,dog
10836,Paul,189,an animal dies,The alien named Paul brings a bird back to life then eats it whole.,1,0,2,,ambiguous,2,deliberate,bird
10840,Payback,153,a dog dies,A dog is shot but it survives.,1,0,15,,no,NA,NA,NA
10844,The Peanuts Movie,153,a dog dies,Uh oh!,1,0,1,,ambiguous,NA,NA,NA
10846,Pee-wee's Big Adventure,186,a cat dies,"In one scene, Pee-Wee rescues dogs from the burning pet shop, cats are not seen until during the end of the scene, and they only animals possibly dead are fish.",0,1,1,,no,NA,NA,NA
10846,Pee-wee's Big Adventure,189,an animal dies,"A pet store is on fire, and Pee-Wee works with a chimpanzee to rescue the animals. None appear harmed. When the police and firefighters arrive, Peewee says there are still animals inside, but it's safe to assume they are saved.",0,1,3,,no,NA,NA,NA
10847,Penguins of Madagascar,153,a dog dies,"Animated. None of the main characters die, but a bird that lands on a ghost ship is gobbled up by a ferocious seal while the main characters watch.",1,0,14,,no,NA,NA,NA
10847,Penguins of Madagascar,186,a cat dies,"There's a scene where (mutated) Skipper eats a cat and then spits it out, but the cat survives it.",0,1,1,,no,NA,NA,NA
10847,Penguins of Madagascar,189,an animal dies,A bird gets eaten by a seal and several seals possibly die in an explosion.,1,0,1,,yes,2,accidental,bird; seal
10857,Pet Sematary,153,a dog dies,"An australian cattle dog gets killed, buried in the pet sematary and then comes back as a zombie.",1,0,2,,yes,3,ambiguous,dog
10857,Pet Sematary,186,a cat dies,A pet cat dies and comes back evil.,1,0,21,,yes,3,ambiguous,cat
10857,Pet Sematary,189,an animal dies,"When the cat gets brought back to life, he drops a dead mouse in the bathroom of Louis while he is taking a bath.",1,0,8,,yes,2,ambiguous,mouse
10860,Peter Pan,153,a dog dies,"Nana, the only dog in the movie, does not die",0,1,2,,no,NA,NA,NA
10876,Pink Floyd the Wall,189,an animal dies,A rat dies in Pinks care while he was a child.,1,0,1,,yes,3,accidental,rat
10881,Pirates of the Caribbean: Dead Man's Chest,153,a dog dies,The Prison Dog is chased down the beach by a tribe of cannibals and it appears uncertain whether they eat him or not but he appears in the next movie right as rain.,1,0,7,,no,NA,NA,NA
10881,Pirates of the Caribbean: Dead Man's Chest,189,an animal dies,"In the beginning, Jack shoots and kills a raven. A hermit crab is eaten alive by Bootstrap.",1,0,5,,yes,2,deliberate,raven; hermit crab
10882,Pirates of the Caribbean: The Curse of the Black Pearl,189,an animal dies,An undead monkey is shot but survives.,1,0,4,,no,NA,NA,NA
10886,"Planes, Trains and Automobiles",153,a dog dies,"After riding in the back of an open bed pickup truck in freezing temperatures, two men and the aggressive dog riding with them appear comically frozen for a few moments.",0,1,17,,ambiguous,2,accidental,dog
10888,Planet Terror,153,a dog dies,"Yeah, it's pretty awful. The dog is run over by motor cycle, you hear a yelp and a human character is covered in the dog's blood. The movie is a horror comedy and it was apparently supposed to be funny. You know going into a Robert Rodriguez and/or Tarantino joint that gore and violence will be present, glorified, made humorous... but the scene was upsetting for me.",1,0,7,,ambiguous,4,accidental,dog
10895,Pocahontas,153,a dog dies,"Percy the dog is on the receiving end of quite a bit of slapstick, but basically comes to no harm.",0,1,1,,no,NA,NA,NA
10896,Point Break,153,a dog dies,During a chase scene a large dog is thrown at a man as a distraction. The man catches it and punts it away.,1,0,15,,no,NA,NA,NA
10905,Pokémon: The First Movie - Mewtwo Strikes Back,189,an animal dies,But many are heavily injured.,0,1,1,,ambiguous,NA,NA,NA
10910,Police Academy,186,a cat dies,A cat is shot out of a tree off screen.,1,0,15,,yes,2,deliberate,cat
10914,Poltergeist,153,a dog dies,"The dog, E-Buzz, does not die and is never in danger. We see a dead canary for a few minutes but since it is dead from the beginning of the film we are not counting it.",0,1,22,,no,NA,NA,NA
10914,Poltergeist,189,an animal dies,Canary seen dead,1,0,13,,yes,2,ambiguous,canary
10918,Pom Poko,189,an animal dies,several raccoon dogs (tanuki) die.,1,0,1,,yes,3,ambiguous,raccoon dog
10922,Ponyo,153,a dog dies,Nope for there is no dog!,0,1,3,,no,NA,NA,NA
10922,Ponyo,189,an animal dies,Nothing dies in ponyo,0,1,5,,no,NA,NA,NA
10934,Practical Magic,153,a dog dies,There are no dogs in this film.,0,1,1,,no,NA,NA,NA
10934,Practical Magic,186,a cat dies,There is a black cat featured throughout the film that remains unharmed.,0,1,3,,no,NA,NA,NA
10934,Practical Magic,189,an animal dies,"A pigeon is stabbed with a long needle just off-screen. Its death is not shown, but implied. We do not see the bird again.",1,0,10,,ambiguous,2,deliberate,pigeon
10948,Princess Mononoke,153,a dog dies,"yes, nago is consumed by hate as is okkoto killing them, yakul is hit with an arrow but survives, a whole herd of boars is killed and skinned, moro is beheaded and covered in the blood of the forest spirit killing her after the forest spirit removes her life force,the forest spirit is beheaded but survives and regains its head",1,0,6,,yes,4,deliberate,boar; wolf
10948,Princess Mononoke,189,an animal dies,Several animals die throughout,1,0,6,,yes,3,ambiguous,unknown
10949,Prisoners,153,a dog dies,"A dog is lifted by its leash a few times, practically hanging it but it only squeals. When the dog walker is abducted, the dog runs off and it is later revealed that it was hit by a car and died. Also, a fawn/young deer is shot and killed.",1,0,18,,yes,3,accidental,dog; deer
10949,Prisoners,189,an animal dies,A deer gets shot in the opening scene.,1,0,7,,yes,2,deliberate,deer
10952,Project X,153,a dog dies,"There is a dog owned by the teenagers family. At a wild party, teenagers tie the dog to a bunch of balloons and he starts to float away. He is saved and does not die.",0,1,2,,no,NA,NA,NA
10953,Prometheus,153,a dog dies,The dog does not die because it is not real. It is a hologram.,0,1,16,,no,NA,NA,NA
10955,Psycho,189,an animal dies,"they didn't die during the movie, but there are a lot of stuffed birds.",1,0,9,,no,NA,NA,NA
10960,Pumpkinhead,153,a dog dies,The dog gypsy survives,1,0,4,,no,NA,NA,NA
10986,Raising Arizona,153,a dog dies,"A rabbit is blown up with a grenade, a lizard is shot",1,0,2,,no,NA,NA,NA
10986,Raising Arizona,189,an animal dies,"A rabbit is blown up with a grenade, however nothing graphic is shown.",1,0,4,,yes,2,deliberate,rabbit
10988,Rambo: First Blood Part II,189,an animal dies,A chicken is killed off screen. Its body is shown. It happens when the Russian soldiers are tracking Rambo through the field of crops. Look away after they see blood on the plants if you want to miss it.,1,0,1,,yes,2,ambiguous,chicken
10991,Rare Exports: a Christmas Tale,153,a dog dies,"No dogs die in this, I'm not sure why someone has clicked yes.",0,1,6,,no,NA,NA,NA
