id,name,cleanName,dog_yes_votes,dog_no_votes,cat_yes_votes,cat_no_votes,animal_yes_votes,animal_no_votes
12398,Total Recall,total recall,0,12,0,12,22,0
15940,Interview With the Vampire,interview with vampire,66,3,0,32,54,0
10354,Les Misérables,les misérables,1,49,8,44,43,1
15214,The Incredibles 2,incredibles ii,2,42,2,38,3,41
10019,Hugo,hugo,0,3,0,3,0,2
13732,The Greatest Showman,greatest showman,1,48,0,38,0,33
13739,Babel,babel,0,8,0,4,13,0
10399,Lone Survivor,lone survivor,0,2,0,3,0,4
9580,Fear And Loathing In Las Vegas,fear loathing las vegas,0,7,0,6,7,2
9214,Contact,contact,0,8,0,7,0,7
15912,Blackkklansman,blackkklansman,0,31,0,28,0,27
744713,Furiosa: A Mad Max Saga,furiosa mad max saga,16,22,0,29,47,2
23967,Enemy at the Gates,enemy at gates,4,0,0,3,3,1
21986,Blow,blow,0,1,0,1,0,1
776485,Perfume: the Story of a Murderer,perfume story murderer,5,8,17,0,14,1
12779,The Impossible,impossible,42,1,0,18,29,1
13831,"I, Tonya",i tonya,11,36,0,28,43,0
16919,The Favourite,favourite,11,45,0,43,95,2
19978,Master and Commander: The Far Side of the World,master commander far side world,0,12,0,10,23,2
11285,Sleepers,sleepers,0,8,0,10,0,11
15001,Kiss Kiss Bang Bang,kiss kiss bang bang,0,9,0,9,0,9
11414,Stranger Than Fiction,stranger than fiction,1,6,0,3,6,3
20405,Erin Brockovich,erin brockovich,0,11,0,10,11,1
13685,National Lampoon's Christmas Vacation,national lampoons christmas vacation,4,35,94,0,55,16
15762,Thank You for Smoking,thank you smoking,0,4,0,4,0,4
932175,Inside Out 2,inside out ii,5,134,0,83,0,98
55454,Promising Young Woman,promising young woman,0,70,0,56,0,61
14822,Traffic,traffic,1,2,1,2,1,2
15115,Upgrade,upgrade,0,22,0,21,0,20
900811,The Crow,crow,4,36,0,32,8,34
20070,The Hunt for Red October,hunt red october,0,7,0,4,0,4
29223,Sideways,sideways,0,3,0,3,0,3
11533,The Abyss,abyss,0,26,0,18,0,21
12445,Tucker And Dale Vs Evil,tucker dale vs evil,0,55,0,34,0,36
22317,Battle Royale,battle royale,0,20,0,15,0,17
1223215,Superman,superman,5,169,0,83,28,59
9004,Breakfast At Tiffanys,breakfast at tiffanys,0,23,0,21,2,18
36531,The Assassination of Jesse James by the Coward Robert Ford,assassination jesse james by coward robert ford,0,3,0,4,8,0
865053,A Man Called Otto,man called otto,0,34,0,33,1,30
9818,Grindhouse,grindhouse,5,1,0,3,1,2
1012211,The Covenant,covenant,0,3,0,2,0,2
15612,Legends of the Fall,legends fall,4,7,0,4,6,0
8563,A Time to Kill,time kill,2,23,1,8,0,6
21284,Milk,milk,4,9,1,3,1,5
13286,Trading Places,trading places,0,9,0,8,0,9
11139,Saving Mr Banks,saving mr banks,0,5,0,5,0,4
10877,Pinocchio,pinocchio,0,12,0,8,0,7
15410,Lost Highway,lost highway,0,12,0,7,0,9
8524,A Fish Called Wanda,fish called wanda,36,1,0,12,31,0
9512,Escape From Alcatraz,escape from alcatraz,1,4,0,3,3,0
19939,I Am Sam,i am sam,0,4,0,4,0,4
18033,Brooklyn,brooklyn,0,8,0,9,0,8
11682,Wallace & Gromit: The Curse of the Were-Rabbit,wallace gromit curse were rabbit,0,13,0,9,2,7
13004,Gifted,gifted,5,15,0,13,0,10
22369,My Cousin Vinny,my cousin vinny,0,24,0,20,4,17
544929,King Richard,king richard,0,6,0,6,0,6
38218,Still Alice,still alice,0,5,0,4,0,3
13377,The Big Sick,big sick,0,7,0,7,0,6
22603,Robin Hood,robin hood,0,6,0,6,0,6
11607,The Book Thief,book thief,0,6,0,5,0,4
17554,The Hours,hours,1,7,0,7,5,3
21988,The Two Popes,two popes,0,4,0,4,0,3
17016,Doubt,doubt,0,4,0,4,2,2
12065,The Omen,omen,6,27,0,16,19,2
19733,The Florida Project ,florida project ,1,42,0,35,1,34
18278,Leaving Las Vegas,leaving las vegas,0,4,0,3,0,3
10892,Pleasantville,pleasantville,0,12,0,10,0,9
12864,Star Trek: First Contact,star trek first contact,0,9,0,8,0,8
9590,Field of Dreams,field dreams,0,6,0,4,0,4
16408,Barton Fink,barton fink,0,6,0,6,1,5
1032841,Sound of Freedom,sound freedom,0,6,0,4,1,4
31911,"Love, Simon",love simon,5,89,0,84,0,77
935049,The Fabelmans,fabelmans,0,10,0,6,0,8
8684,An American Werewolf In London,an american werewolf london,14,30,0,32,41,0
14987,The Meaning of Life,meaning life,0,7,1,6,1,5
17106,Deliverance,deliverance,1,6,1,6,10,1
499144,"Tick, Tick… Boom!",tick tick… boom,0,16,0,14,0,16
14680,West Side Story,west side story,0,14,0,12,0,14
931648,Guillermo del Toro's Pinocchio,guillermo del toros pinocchio,0,32,0,30,33,2
25767,The Wave,wave,0,5,0,4,0,4
33211,Enter the Dragon,enter dragon,0,6,0,3,2,1
21793,Dark Waters,dark waters,0,13,0,9,24,0
20357,The Peanut Butter Falcon,peanut butter falcon,0,12,0,11,17,1
18552,United 93,united 93,0,3,0,3,0,3
20441,The Secret World of Arrietty,secret world arrietty,0,12,0,13,2,4
18717,Volver,volver,0,9,0,6,0,6
10869,Philomena,philomena,0,5,0,5,0,5
16768,Rebel Without a Cause,rebel without cause,9,2,0,9,1,8
236793,The Bridges of Madison County,bridges madison county,0,2,0,3,0,2
30839,The Social Dilemma,social dilemma,0,5,0,1,0,1
9669,Freedom Writers,freedom writers,0,6,0,5,0,4
19150,After Hours,after hours,0,9,0,9,5,6
13444,Only the Brave,only brave,10,8,0,4,6,2
75877,The Kite Runner,kite runner,0,2,0,3,2,0
12348,Three Colors: White,three colors white,0,1,0,1,0,2
61827,Duel,duel,0,6,0,4,2,2
22713,Just Mercy,just mercy,0,10,0,8,0,6
237156,Un long dimanche de fiançailles,un long dimanche de fiançailles,0,1,0,1,0,1
18746,The Girl Who Leapt Through Time,girl who leapt through time,0,1,0,2,0,1
11107,Sabrina,sabrina,0,4,0,3,1,3
1048937,All of Us Strangers,all us strangers,1,26,0,16,0,19
15332,Control,control,0,6,0,5,0,5
15075,The Little Prince,little prince,0,7,0,5,0,7
91757,Waking Life,waking life,1,2,0,2,0,1
129390,The 39 Steps,39 steps,0,5,0,4,0,4
15252,Repulsion,repulsion,0,6,0,6,1,6
89107,Leviathan,leviathan,0,1,0,2,1,1
62252,The Purple Rose of Cairo,purple rose cairo,0,3,0,3,0,3
236872,Down by Law,down by law,0,2,0,2,0,2
1073732,Transformers One,transformers i,0,13,0,12,17,0
17789,Hard Boiled,hard boiled,0,6,0,5,8,0
1002371,Suzume,suzume,0,15,21,2,1,11
51290,The Double Life of Véronique,double life véronique,0,2,0,2,0,2
38617,The Man Who Would Be King,man who would be king,0,1,0,2,2,0
19609,Killer!,killer,0,2,0,1,0,2
17019,From Here to Eternity,from here eternity,0,2,0,2,0,2
12579,When Marnie Was There,when marnie was there,0,11,0,13,0,13
26621,Belle de Jour,belle de jour,0,3,0,3,0,3
44920,The Past,past,0,2,0,2,0,2
19837,The Vanishing,vanishing,2,12,0,5,9,4
890167,The Discreet Charm of the Bourgeoisie,discreet charm bourgeoisie,0,5,0,4,0,4
20275,The Boy Who Harnessed the Wind,boy who harnessed wind,35,1,0,15,11,5
1520470,KPop Demon Hunters,kpop demon hunters,0,52,0,43,0,39
11235,Short Cuts,short cuts,0,5,0,2,0,3
20038,Naked,naked,0,6,0,5,0,5
55644,The Dinner Game,dinner game,0,2,0,3,0,3
11212,Shane,shane,0,2,0,2,3,1
77193,Jules and Jim,jules jim,0,3,0,3,0,3
89657,Key Largo,key largo,0,2,0,2,0,2
67981,The Quiet Man,quiet man,0,3,0,3,0,3
12917,Giant,giant,1,3,0,2,5,0
94731,Confessions,confessions,4,1,6,0,4,1
9772,Godzilla,godzilla,2,16,0,16,19,1
15985,Three Identical Strangers,three identical strangers,0,10,0,10,0,10
20021,The Art of Racing in the Rain,art racing rain,72,33,0,17,16,14
26662,The Invisible Man,invisible man,0,10,0,8,0,10
21253,Peeping Tom,peeping tom,0,7,0,5,0,5
62478,Mustang,mustang,0,6,0,6,4,1
238345,The Muppet Movie,muppet movie,1,9,0,9,0,8
102703,The Commitments,commitments,0,3,0,2,6,1
58851,Hamlet,hamlet,0,5,0,5,0,5
24546,Only Yesterday,only yesterday,0,5,0,6,0,4
20305,Vampire Hunter D: Bloodlust,vampire hunter d bloodlust,0,8,0,4,3,4
9907,Hedwig And the Angry Inch,hedwig angry inch,0,18,0,19,0,18
115852,Happy Together,happy together,0,7,0,5,0,5
237211,Red River,red river,0,2,0,2,2,0
64784,L'Avventura,lavventura,0,2,0,2,0,2
13467,Wait Until Dark,wait until dark,0,7,0,6,0,6
1049641,Bastarden,bastarden,0,2,0,1,2,0
135828,Dragon Ball Super: Broly,dragon ball super broly,0,7,0,5,9,1
44660,The Innocents,innocents,0,6,0,3,9,0
19834,The Edge of Heaven,edge heaven,0,2,0,2,0,1
18511,Fireworks,fireworks,0,1,0,2,0,1
31384,The Umbrellas of Cherbourg,umbrellas cherbourg,0,4,0,4,0,4
42377,Badla,badla,0,1,0,1,0,1
831463,14 Peaks: Nothing Is Impossible,14 peaks nothing impossible,0,1,0,1,0,1
236802,Scarface,scarface,0,4,0,3,0,2
89430,Sorcerer,sorcerer,0,6,0,6,0,6
856599,Navalny,navalny,0,1,0,1,0,1
122495,The Asphalt Jungle,asphalt jungle,0,4,0,3,0,2
16686,My Life As a Zucchini,my life as zucchini,0,13,0,11,0,11
224776,Dreams,dreams,0,3,0,3,0,3
81380,"Like Father, Like Son",like father like son,0,2,0,2,0,2
32421,Black Narcissus,black narcissus,0,2,0,3,1,3
9178,Cléo from 5 to 7,cléo from v vii,1,13,0,9,2,6
14160,The Breadwinner,breadwinner,0,11,0,10,0,7
90301,You Can't Take It with You,you cant take it with you,0,2,0,2,0,2
186524,The Magdalene Sisters,magdalene sisters,0,4,0,4,0,4
70833,Eega,eega,0,4,0,3,3,0
24875,"What's Up, Doc?",whats up doc,0,5,0,5,0,5
12813,My Dinner With Andre,my dinner with andre,0,4,0,3,0,3
114897,PlayTime,playtime,0,4,0,3,0,3
66609,How Green Was My Valley,how green was my valley,0,1,0,1,0,1
220324,Breaking Away,breaking away,0,5,1,4,0,5
847667,An Cailín Ciúin,an cailín ciúin,0,4,0,4,0,4
167074,That Obscure Object of Desire,that obscure object desire,0,1,0,1,0,1
68571,A Place in the Sun,place sun,0,3,0,3,0,3
92464,Bad Day at Black Rock,bad day at black rock,0,1,0,1,0,1
65116,Embrace of the Serpent,embrace serpent,0,3,0,2,3,0
97995,Hud,hud,0,1,0,1,2,0
28572,The Killers,killers,0,1,0,1,0,1
26822,Spider-Man,spider man,0,24,0,20,0,20
10881,Pirates of the Caribbean: Dead Man's Chest,pirates caribbean dead mans chest,9,42,3,36,34,3
17303,Spider-Man: Homecoming,spider man homecoming,2,40,1,40,1,30
21591,Frozen,frozen,6,51,3,44,9,43
10377,Limitless,limitless,10,6,1,5,1,6
10411,Looper,looper,0,17,0,16,0,14
752147,Spider-Man: Far From Home,spider man far from home,0,57,0,51,1,49
11849,The Hobbit: the Battle of the Five Armies,hobbit battle v armies,4,15,0,17,21,1
66081,X2,x2,0,7,0,8,0,8
9239,"Crazy, Stupid, Love.",crazy stupid love,0,15,0,14,0,13
10209,Juno,juno,0,50,0,42,0,44
10566,Mission: Impossible - Ghost Protocol,mission impossible ghost protocol,0,16,0,11,0,11
12898,John Wick: Chapter 2,john wick ii,14,104,1,34,5,39
21301,Shrek 2,shrek ii,15,39,0,32,43,2
17937,Ready Player One,ready player i,0,28,0,25,1,23
23870,The Terminal,terminal,0,10,0,5,0,6
11230,Sherlock Holmes: a Game of Shadows,sherlock holmes game shadows,1,8,0,5,6,0
21101,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,borat cultural learnings america make benefit glorious nation kazakhstan,0,14,0,12,14,5
22348,John Wick: Chapter 3 - Parabellum,john wick iiiparabellum,70,189,9,83,4,60
15546,Mission: Impossible - Rogue Nation,mission impossible rogue nation,0,11,0,9,0,9
8448,10 Things I Hate About You,10 things i hate about you,20,154,2,84,2,99
21093,Scream,scream,3,240,3,201,4,199
12051,The Nice Guys,nice guys,0,34,0,21,30,0
9186,Cloud Atlas,cloud atlas,37,0,0,20,5,13
34316,The Rock,rock,0,2,0,3,5,1
91439,Nobody,nobody,0,41,0,38,0,27
41315,Up in the Air,up air,0,4,0,4,0,4
13672,Lady Bird,lady bird,0,62,0,49,0,48
13058,Moonlight,moonlight,0,41,0,25,0,31
22093,Uncut Gems,uncut gems,1,35,0,27,27,1
10327,Law Abiding Citizen,law abiding citizen,0,8,0,6,0,7
12691,Zero Dark Thirty,zero dark thirty,0,7,0,3,4,2
12775,Nocturnal Animals,nocturnal animals,2,33,0,23,20,5
10936,Predestination,predestination,0,9,0,10,0,10
13211,War for the Planet of the Apes,war planet apes,4,12,0,5,11,0
13680,Me Before You,me before you,0,21,0,18,0,20
9230,Corpse Bride,corpse bride,35,5,0,26,1,21
19328,Sully,sully,0,9,0,7,10,2
20542,The Lighthouse,lighthouse,0,128,0,112,175,0
8547,A Nightmare On Elm Street,nightmare on elm street,10,77,0,41,1,51
16874,A History of Violence,history violence,0,16,0,9,0,10
12233,The Talented Mr. Ripley,talented mr ripley,0,17,0,16,1,18
9424,Bram Stoker's Dracula,bram stokers dracula,37,16,1,22,21,8
22009,The Evil Dead,evil dead,0,48,1,39,1,41
13038,The Emperors New Groove,emperors new groove,0,27,0,29,25,0
10374,Lilo & Stitch,lilo stitch,2,36,2,33,0,33
22285,Darkest Hour,darkest hour,0,5,0,4,0,4
9726,Garden State,garden state,0,5,0,5,9,0
17593,Beverly Hills Cop,beverly hills cop,1,11,1,7,1,7
9084,Carrie,carrie,6,65,0,56,84,0
1072986,Anora,anora,0,39,0,24,0,30
11914,The Judge,judge,0,6,0,8,11,0
1210327,Conclave,conclave,0,40,0,28,3,26
698947,Luca,luca,0,61,0,56,57,11
41795,[REC],[rec],13,3,0,14,8,4
14542,Army of Darkness,army darkness,0,15,0,15,0,14
108686,Palm Springs,palm springs,0,24,0,21,27,6
14189,Superman: The Movie,superman movie,0,11,0,8,0,6
21702,The Texas Chain Saw Massacre,texas chain saw massacre,1,72,0,68,77,5
10224,K-PAX,k pax,0,4,0,3,0,3
13983,Molly's Game,mollys game,0,4,0,3,0,3
28781,High Fidelity,high fidelity,0,6,0,6,0,6
9715,Galaxy Quest,galaxy quest,0,14,0,14,12,2
40977,Onward,onward,0,28,0,24,19,7
13688,The Rocky Horror Picture Show,rocky horror picture show,1,141,0,118,0,116
12555,We Need to Talk About Kevin,we need talk about kevin,51,70,0,43,87,2
50548,Begin Again,begin again,0,4,0,4,0,4
17531,How to Train Your Dragon: The Hidden World,how train your dragon hidden world,0,28,0,27,12,16
10090,Inside Llewyn Davis,inside llewyn davis,4,17,21,7,0,10
109466,Green Street Hooligans,green street hooligans,0,5,0,3,0,4
12296,The Way Way Back,way way back,0,5,0,5,0,5
14052,Phantom Thread,phantom thread,0,17,0,15,0,13
26828,Man on the Moon,man on moon,0,2,0,2,0,3
8710,Animal House,animal house,2,4,0,4,10,1
9247,Crimson Tide,crimson tide,2,8,0,7,0,6
8540,A League of Their Own,league their own,0,10,0,11,0,10
10148,Jacobs Ladder,jacobs ladder,0,23,1,22,17,8
238290,Malèna,malèna,0,0,1,1,0,0
8558,A Single Man,single man,15,2,0,8,0,7
9673,Frequency,frequency,0,6,0,3,0,3
17913,Little Children,little children,0,2,0,1,0,1
12388,Tootsie,tootsie,0,9,0,8,0,8
38618,The Man Who Wasn't There,man who wasnt there,0,1,0,1,0,1
21621,House of Flying Daggers,house flying daggers,0,3,0,2,0,1
16594,Beautiful Boy,beautiful boy,0,47,0,35,0,33
521135,Mission: Impossible - The Final Reckoning,mission impossible final reckoning,0,3,0,4,0,4
52405,The Warriors,warriors,0,12,0,9,0,12
14021,Lolita,lolita,0,8,0,8,0,7
19862,August Rush,august rush,0,2,0,3,0,3
8963,Blood Simple,blood simple,0,11,0,8,0,6
81855,Witness,witness,0,7,0,4,0,4
9898,Headhunters,headhunters,6,0,0,3,1,4
14634,Elizabeth,elizabeth,0,3,0,2,0,1
85587,The Cider House Rules,cider house rules,0,3,0,3,0,3
8997,Braindead,braindead,21,0,1,16,20,0
25297,Dead Man,dead man,0,5,0,4,7,0
56137,42,42,0,4,0,3,0,3
14353,Boys Don't Cry,boys dont cry,6,13,3,12,3,12
25296,Dead Man Walking,dead man walking,0,2,0,3,8,0
929490,Tar,tar,0,19,0,18,0,17
79848,Minari,minari,0,19,0,17,13,9
11932,The Land Before Time,land before time,0,11,0,9,11,0
26988,"Good Night, and Good Luck.",good night good luck,0,3,0,3,0,3
22100,Richard Jewell,richard jewell,0,6,0,5,0,5
13738,American Graffiti,american graffiti,0,9,0,7,0,6
12958,"Synecdoche, New York",synecdoche new york,0,7,0,8,0,7
11015,Reign Over Me,reign over me,2,0,0,2,0,2
9735,Ghost Dog: the Way of the Samurai,ghost dog way samurai,0,4,0,3,7,0
12301,The Wicker Man,wicker man,23,24,1,24,32,1
21989,Midnight Run,midnight run,0,3,0,2,0,2
1032214,The Boy and the Heron,boy heron,0,30,0,25,35,0
211263,Tetris,tetris,0,10,0,9,0,8
14188,The Piano,piano,1,9,0,6,0,5
12083,The Painted Veil,painted veil,0,1,0,0,0,0
18919,Selma,selma,0,5,0,4,0,4
681899,A Monster Calls,monster calls,0,12,0,12,0,10
184267,Biutiful,biutiful,0,2,0,2,3,0
236750,The Fisher King,fisher king,0,4,0,4,0,3
12722,The Wailing,wailing,89,1,0,22,59,0
15415,Delicatessen,delicatessen,0,8,0,8,9,0
9704,Funny Games,funny games,103,2,2,42,43,24
10543,Midnight Express,midnight express,8,2,13,0,6,0
119841,A Perfect World,perfect world,0,2,0,2,0,2
11471,Sympathy for Lady Vengeance,sympathy lady vengeance,30,0,0,12,15,2
9697,Fruitvale Station,fruitvale station,21,0,0,5,10,1
10732,Notes On a Scandal,notes on scandal,0,3,6,0,0,3
22332,Miss Sloane,miss sloane,0,6,0,4,0,5
217179,Felon,felon,0,3,0,3,0,3
103844,mid90s,mid90s,0,19,0,19,0,18
12376,To Catch a Thief,catch thief,0,2,0,4,0,2
9376,Dirty Rotten Scoundrels,dirty rotten scoundrels,0,4,0,4,0,4
18866,Burning,burning,0,12,0,11,1,9
10781,Open Range,open range,16,0,0,1,5,2
19949,A Simple Plan,simple plan,2,4,0,1,9,0
200835,Bullitt,bullitt,0,4,0,3,0,3
87308,Disconnect,disconnect,0,4,0,4,0,4
22876,Sympathy for Mr. Vengeance,sympathy mr vengeance,1,5,0,5,1,4
17731,Dangerous Liaisons,dangerous liaisons,0,5,0,4,0,4
27821,Invasion of the Body Snatchers,invasion body snatchers,24,2,0,17,18,2
16987,The Piano Teacher,piano teacher,0,15,0,12,0,13
32486,Quiz Show,quiz show,0,4,0,4,0,4
28753,Hunger,hunger,0,2,0,4,0,3
60302,House of Sand and Fog,house sand fog,0,3,0,3,1,2
19970,The Farewell,farewell,0,12,1,8,0,8
20089,The Man Who Knew Too Much,man who knew too much,0,3,0,3,0,4
236809,The City of Lost Children,city lost children,0,5,0,6,1,4
238014,Jeux d'enfants,jeux denfants,0,1,0,2,0,2
720713,Drive My Car,drive my car,0,10,0,9,0,8
13563,The Devil's Backbone,devils backbone,0,6,0,6,0,6
14978,Marathon Man,marathon man,0,4,0,4,0,3
574456,Retfærdighedens ryttere,retfærdighedens ryttere,0,2,0,2,0,2
90540,13 Assassins,13 assassins,0,2,0,3,0,2
8894,Best In Show,best show,0,10,0,9,0,9
32929,The Player,player,0,3,0,3,5,1
75195,The Guilty,guilty,3,17,0,16,0,15
39082,The Last Temptation of Christ,last temptation christ,0,8,0,6,2,5
21124,Pain and Glory,pain glory,0,3,0,3,0,2
28713,The Great Debaters,great debaters,0,3,0,4,4,0
20479,Weathering with You,weathering with you,0,6,0,8,0,6
11176,Secondhand Lions,secondhand lions,0,8,10,1,13,0
238216,Chaplin,chaplin,0,3,0,3,0,1
126993,Cold War,cold war,0,3,0,3,0,2
15934,The Producers,producers,0,5,0,5,0,6
48562,Miracle,miracle,0,4,0,5,0,3
25301,Dead Man's Shoes,dead mans shoes,0,2,0,2,0,1
28216,Tell No One,tell no i,0,4,0,2,2,0
14703,"The Adventures of Priscilla, Queen of the Desert",adventures priscilla queen desert,0,16,0,16,11,6
464312,Nimona,nimona,0,73,0,57,31,34
11768,The Flowers of War,flowers war,0,1,0,1,1,0
81796,The Wind That Shakes the Barley,wind that shakes barley,0,2,0,2,0,2
141977,Fallen Angels,fallen angels,0,4,0,3,2,3
31120,Show Me Love,show me love,0,6,0,6,0,6
171509,Forbidden Planet,forbidden planet,0,5,7,0,7,0
11328,Sophies Choice,sophies choice,0,6,0,3,0,4
69531,White Christmas,white christmas,0,9,0,9,0,9
237376,Spellbound,spellbound,0,4,0,4,0,4
59114,A Royal Affair,royal affair,0,4,0,3,0,3
881091,Boiling Point,boiling point,0,6,0,6,0,6
12637,Withnail & I,withnail i,1,10,1,10,17,0
8532,A Hard Days Night,hard days night,0,15,0,14,15,3
22516,The Tenant,tenant,1,5,0,5,0,5
33839,"It's a Mad, Mad, Mad, Mad World",skits mad mad mad mad world,0,5,0,4,0,4
29381,Women on the Verge of a Nervous Breakdown,women on verge nervous breakdown,0,2,1,2,0,2
12177,The Secret of NIMH,secret nimh,1,13,0,15,18,0
104818,Deep Red,deep red,0,7,0,7,17,0
8496,A Bittersweet Life,bittersweet life,0,2,0,1,0,1
39560,Police Story,police story,0,3,0,3,2,2
11666,"The Cook, the Thief, His Wife & Her Lover",cook thief his wife her lover,13,1,0,9,12,0
9841,Hair,hair,0,4,0,3,0,3
14427,The Hate U Give,hate u give,0,18,0,15,0,12
12550,Watership Down,watership down,1,24,1,27,51,1
1479916,Predator: Killer of Killers,predator killer killers,0,4,0,4,3,2
12003,The Many Adventures of Winnie the Pooh,many adventures winnie pooh,0,3,0,3,0,3
36846,The Long Goodbye,long goodbye,0,6,0,4,0,4
100425,The Red Turtle,red turtle,0,4,0,4,6,0
34434,Fantastic Planet,fantastic planet,0,9,0,7,10,1
50759,"Duck, You Sucker",duck you sucker,0,3,0,3,2,1
12175,The Secret of Kells,secret kells,0,8,0,9,0,7
94138,Boy A,boy,0,3,0,3,3,0
979221,Le Comte de Monte-Cristo,le comte de monte cristo,0,10,0,4,12,0
56528,Little Big Man,little big man,5,0,0,1,1,0
62573,The Taking of Pelham One Two Three,taking pelham i ii iii,0,5,0,3,0,4
12061,The Odd Couple,odd couple,0,2,0,2,0,2
13984,God's Own Country,gods own country,0,27,0,21,45,0
32649,After the Wedding,after wedding,0,2,0,1,1,0
19818,A Little Princess,little princess,0,7,0,6,6,0
28637,I Lost My Body,i lost my body,0,10,0,9,21,0
9543,Eyes Without a Face,eyes without face,11,2,0,9,8,3
131686,Gilda,gilda,0,2,0,2,0,2
18160,Jeremiah Johnson,jeremiah johnson,1,3,0,3,8,0
901173,Better Man,better man,0,12,0,9,3,7
168468,On Golden Pond,on golden pond,0,4,0,3,3,1
11075,Romeo And Juliet,romeo juliet,0,4,0,6,5,2
681562,One Life,one life,0,1,0,1,0,1
98378,The Lady from Shanghai,lady from shanghai,0,5,0,3,0,3
21753,Waves,waves,0,12,0,8,0,11
21010,The Red Violin,red violin,0,2,0,2,0,2
10433,Lupin the Third: The Castle of Cagliostro,lupin third castle cagliostro,1,12,0,8,0,9
12460,Tyrannosaur,tyrannosaur,20,0,0,6,7,3
944000,"Argentina, 1985",argentina 1985,1,6,0,5,0,5
12560,Weekend,weekend,0,5,0,3,0,3
10098,Instructions Not Included,instructions not included,0,3,0,4,0,4
17525,One Cut of the Dead,one cut dead,0,12,0,11,0,13
17279,Joyeux Noël,joyeux noël,0,1,1,2,0,1
133316,The Ladykillers,ladykillers,0,2,0,2,0,2
31357,Christiane F.,christiane f,0,16,0,11,5,7
16474,Cobain: Montage of Heck,cobain montage heck,0,7,0,5,0,5
20613,Lifeboat,lifeboat,1,2,0,3,0,2
87645,Death Note,death note,0,3,0,1,0,1
146458,Henry V,henry v,0,1,0,1,0,1
100579,Gettysburg,gettysburg,0,1,0,1,0,1
84596,Cure,cure,0,8,0,7,5,6
79567,And Now for Something Completely Different,now something completely different,0,1,0,1,2,0
32043,Mystery Train,mystery train,0,4,0,5,0,5
813621,Marcel the Shell with Shoes On,marcel shell with shoes on,0,16,0,16,0,15
62431,"Oslo, August 31st",oslo august 31st,0,4,0,4,0,4
14185,On Body and Soul,on body soul,0,4,0,4,7,0
20131,Boy,boy,0,25,0,19,33,0
238314,Les Invasions barbares,les invasions barbares,0,1,0,1,0,1
46471,Nashville,nashville,0,3,0,3,0,3
98802,The Last Detail,last detail,0,1,0,1,0,1
9517,Evangelion: 10: You Are (Not) Alone,evangelion x you are (not) alone,0,11,0,10,2,7
17439,Meet Me in St. Louis,meet me st louis,0,5,0,5,0,5
236978,Sophie Scholl – Die letzten Tage,sophie scholl – die letzten tage,0,2,0,2,0,2
46184,Marty,marty,0,2,0,2,0,2
11018,Remember,remember,5,0,0,1,1,1
13868,Walkabout,walkabout,0,5,0,4,7,0
47549,The Boy and the Beast,boy beast,0,2,0,1,3,0
52426,The Shootist,shootist,0,2,0,2,0,2
237331,Novecento,novecento,0,0,5,0,6,0
36848,The Long Good Friday,long good friday,0,3,0,3,0,3
33454,Band of Outsiders,band outsiders,0,2,0,2,0,2
68808,The Magnificent Ambersons,magnificent ambersons,0,1,0,1,0,1
121983,The Man Without a Past,man without past,0,3,0,2,0,2
17025,Vera Drake,vera drake,0,1,0,1,0,1
238600,Conspiracy,conspiracy,0,2,0,2,0,2
21457,Sorry We Missed You,sorry we missed you,0,3,0,3,0,3
84485,Cyrano de Bergerac,cyrano de bergerac,0,3,0,4,3,1
18122,Beautiful Thing,beautiful thing,0,3,0,3,0,3
78536,Bloody Sunday,bloody sunday,0,2,0,2,0,2
10324,Last Year At Marienbad,last year at marienbad,0,3,0,2,0,2
46127,Mutiny on the Bounty,mutiny on bounty,0,1,0,1,1,0
71259,The Trial,trial,0,2,0,2,0,2
20001,Maurice,maurice,0,21,0,17,21,2
25400,Mon Oncle,mon oncle,0,1,0,1,0,1
8783,Avengers: Age of Ultron,avengers age ultron,0,29,0,22,0,22
13774,Black Panther,black panther,2,58,2,47,9,34
12650,Wonder Woman,wonder woman,7,15,0,12,0,9
14432,X-Men,x men,1,19,0,16,17,2
16361,It,skit,123,446,17,324,391,8
739249,Men in Black,men black,0,24,1,22,19,4
751922,Tenet,tenet,5,39,3,32,0,31
12436,Troy,troy,0,6,0,4,1,2
8671,American Sniper,american sniper,2,12,0,7,13,2
19070,Cars,cars,3,25,2,19,2,19
950123,Bullet Train,bullet train,0,67,1,65,3,60
95317,Shang-Chi and the Legend of the Ten Rings,shang chi legend x rings,0,68,0,49,47,6
14170,The Shape of Water,shape water,52,141,254,5,68,31
13940,Unbreakable,unbreakable,0,9,0,9,1,6
11741,The Equalizer,equalizer,0,17,0,11,0,12
9349,Despicable Me 2,despicable me ii,0,6,0,5,5,3
9451,Dumb and Dumber,dumb dumber,0,17,0,11,22,0
13954,Hereditary,hereditary,747,70,16,385,518,11
97538,Fast Five,fast iv,0,3,0,3,0,3
13908,Face Off,face off,0,12,0,10,0,11
17765,Speed,speed,0,14,0,13,0,12
11291,Sleepy Hollow,sleepy hollow,4,27,0,14,26,0
35579,Sweeney Todd: the Demon Barber of Fleet Street,sweeney todd demon barber fleet street,5,96,89,6,80,5
17972,Flight,flight,0,3,0,3,0,5
12728,The Accountant,accountant,0,13,0,10,0,11
12173,The Secret Life of Walter Mitty,secret life walter mitty,0,16,0,11,0,11
